ID 名字 股市 板块分类 成立日期 下市时间 全名 地址 主要业务 
000526 *ST紫学 深市 主板 1993-11-01 NAN 厦门紫光学大股份有限公司 北京市海淀区清华科技园科技大厦 D 座 5 层 教育服务
000527 美的电器 深市 主板 1993-11-12 2013-09-18 广东美的电器股份有限公司 广东省佛山市顺德区北?镇美的大道6号美的总部大楼 家用电器、电机、通讯设备及其零配件的生产、制造与销售，上述产品的技术咨询服务，自制模具、设备，酒店管理，广告代理。销售电子产品，百货；本企业及成员企业自产产品及相关技术的出口、生产、科研所需原辅材料、机械设备、仪器仪表、零配件及相关技术的进口；本企业的进料加工和“三来一补”（按[99]外经贸政审函字第528号文经营）；国内商业、物资供销业（不含法律法规规定的专控、专营项目）；加工、销售：金属材料、塑料产品。
000528 柳工 深市 主板 1993-11-18 NAN 广西柳工机械股份有限公司 广西壮族自治区柳州市柳太路1号 装载机、挖掘机、压路机等工程机械及配件的生产、销售。
000529 广弘控股 深市 主板 1993-11-18 NAN 广东广弘控股股份有限公司 广东省广州市天河区广州大道北路520号 肉类食品供应和教育出版物发行。
000530 大冷股份 深市 主板 1993-12-08 NAN 大连冷冻机股份有限公司 辽宁省大连市沙河口区西南路888号 制冷设备及配套辅机、阀门、配件以及制冷工程所需配套产品的加工、制造。
000531 穗恒运A 深市 主板 1994-01-06 NAN 广州恒运企业集团股份有限公司 广东省广州市开发区开发大道235号恒运大厦6~6M层 电力、热力的生产和销售。
000532 华金资本 深市 主板 1994-01-03 NAN 珠海华金资本股份有限公司 广东省珠海市香洲区国家高新区前湾二路2号总部基地一期B栋5楼 高新技术企业孵化;新型电子元器件专用生产设备和电子元器件的设计、生产和销售;水质净化厂的建设、运营、管理、咨询及相关环保项目的开发等。
000533 万家乐 深市 主板 1994-01-03 NAN 广东万家乐股份有限公司 广东省佛山市顺德区大良街道顺峰山工业区 卫厨家电的生产和销售
000534 万泽股份 深市 主板 1994-01-10 NAN 万泽实业股份有限公司 广东省汕头市珠池路23号光明大厦B幢8楼 投资建设电厂、电站、电力供应、蒸汽热供应。
000535 *ST猴王 深市 主板 1993-11-30 2005-09-21 猴王股份有限公司 湖北省宜昌市夷陵路304号 对房地产投资，对高科技农业开发，旅游项目开发；焊接材料的生产与销售。
000536 华映科技 深市 主板 1993-11-26 NAN 华映科技(集团)股份有限公司 福建省福州市马尾区儒江西路6号1#楼三 四层
000537 广宇发展 深市 主板 1993-12-10 NAN 天津广宇发展股份有限公司 北京市朝阳区朝外大街5号10层 商品房销售
000538 云南白药 深市 主板 1993-12-15 NAN 云南白药集团股份有限公司 云南省昆明市呈贡区云南白药街3686号 云南白药系列产品和天然植物药系列产品。
000539 粤电力A 深市 主板 1993-11-26 NAN 广东电力发展股份有限公司 广东省广州市天河东路2号粤电广场南塔33-36楼 投资、建设、经营管理电力项目及进行电力的生产和销售的大型发电公司。
000540 中天金融 深市 主板 1994-02-02 NAN 中天金融集团股份有限公司 贵州省贵阳市观山湖区中天路3号201中心 房地产开发与销售、矿产资源投资开发、会展与酒店经营、物业管理等
000541 佛山照明 深市 主板 1993-11-23 NAN 佛山电器照明股份有限公司 广东省佛山市禅城区汾江北路64号 研究、开发、生产电光源产品、电光源设备、电光源配套器件
000542 TCL通讯 深市 主板 1993-12-01 2004-01-13 TCL通讯设备股份有限公司 广东省惠州市仲恺高新技术开发区12号小区 研究开发、生产、销售有线及无线通讯终端产品（包含移动电话机）、宽带网络接入设备、个人数字终端，GSM手持式无线固话，CDMA手持式无线固话，TD手持无线固话，WCDMA手持无线固话等手持无线产品，CDMA800手机+2.4G无绳电话，GSM手机+2.4G无绳电话，TD手机+2.4G无绳电话（涉及行业限制的须领取许可证后方可经营），及提供相关产品的技术服务、售后服务。产品在国内外市场销售。（以上项目在分支机构进行）
000543 皖能电力 深市 主板 1993-12-20 NAN 安徽省皖能股份有限公司 安徽省合肥市马鞍山路76号能源大厦5 8-10层
000544 中原环保 深市 主板 1993-12-08 NAN 中原环保股份有限公司 河南省郑州市郑东新区才高街6号东方鼎盛中心A座10层 城市污水处理和城市集中供热
000545 金浦钛业 深市 主板 1993-12-15 NAN 金浦钛业股份有限公司 江苏省南京市六合区南京化工园大纬东路229号 钛白粉生产与销售。
000546 金圆股份 深市 主板 1993-12-15 NAN 金圆水泥股份有限公司 浙江省杭州市滨江区江虹路1750号润和信雅达创意中心1号楼22楼 房地产开发与经营行业。
000547 航天发展 深市 主板 1993-11-30 NAN 航天工业发展股份有限公司 福建省福州市五一南路17号工行五一支行13层 电子计算机及配件;电子、通信技术、网络技术服务;咨询、信息服务;环保工程的设计、施工、总承包;环保设施的运营;环保产品的生产、销售。电器机械及器材
000548 湖南投资 深市 主板 1993-12-20 NAN 湖南投资集团股份有限公司 湖南省长沙市芙蓉中路508号之三君逸康年大酒店12楼 建设、经营、管理、养护伍家岭桥、收费站及配套设施
000549 S湘火炬 深市 主板 1993-12-20 2007-04-27 湘火炬汽车集团股份有限公司 湖南省株洲市红旗北路3号 汽车及汽车零部件、机电产品、其他制造业、高新技术产业投资、经营；汽车零部件、机电产品的开发、生产；汽车（不含小轿车）及配件、摩托车及配件、机电设备销售；本企业自产机电产品、成套设备及相关技术的出口业务，本企业生产科研所需的原辅材料、机械设备、仪器仪表、备品备件、零配件及技术的进出口业务（国家规定的一、二类进口商品除外）。
000550 江铃汽车 深市 主板 1993-12-01 NAN 江铃汽车股份有限公司 江西省南昌市迎宾北大道509号 全顺和N系列、T系列卡车及相关的汽车零部件、发动机、底盘及挂车的制造和销售。
000551 创元科技 深市 主板 1994-01-06 NAN 创元科技股份有限公司 江苏省苏州市工业园区苏桐路37号 高压电瓷、洁净环保设备、测绘仪器、轴承滚针、磨具磨料、代理出口贸易等。
000552 靖远煤电 深市 主板 1994-01-06 NAN 甘肃靖远煤电股份有限公司 甘肃省白银市平川区大桥路1号 煤炭的开采、生产及销售
000553 沙隆达A 深市 主板 1993-12-03 NAN 湖北沙隆达股份有限公司 湖北省荆州市北京东路93号 农药、化工产品、医药产品的制造和销售
000554 泰山石油 深市 主板 1993-12-15 NAN 中国石化山东泰山石油股份有限公司 山东省泰安市东岳大街104号 成品油购销
000555 神州信息 深市 主板 1994-04-08 NAN 神州数码信息服务股份有限公司 北京市海淀区西北旺东路10号院东区18号楼神州信息大厦 经营液晶薄膜显示面板产品的贸易业务
000556 PT南洋 深市 主板 1994-05-25 2002-05-29 南洋航运集团股份有限公司 海南省海口市世贸东路2号世贸中心C座三楼 物流服务(运输除外)；仓储(危险品除外)；高速公路及码头基础设施投资；停车场管理；新能源开发；投资咨询及受托资产管理；旅游主题公园、酒店、体育运动项目的投资开发；林业、农业综合开发；农产品批发；进出口贸易
000557 西部创业 深市 主板 1994-06-17 NAN 宁夏西部创业实业股份有限公司 宁夏回族自治区银川市北京中路168号C座一楼 酿酒葡萄种植与加工、宁夏枸杞的深加工等农业产业化项目
000558 莱茵体育 深市 主板 1994-05-09 NAN 莱茵达体育发展股份有限公司 浙江省杭州市文三路535号莱茵达大厦 房地产开发与销售。
000559 万向钱潮 深市 主板 1994-01-10 NAN 万向钱潮股份有限公司 浙江省杭州市萧山区万向路 专业生产底盘及悬架系统汽车制动系统汽车传动系统汽车橡胶密封件轴承滚动体工程机械零部件等汽车系统零部件及总成。
000560 昆百大A 深市 主板 1994-02-02 NAN 昆明百货大楼(集团)股份有限公司 云南省昆明市东风西路1号昆百大C座12楼董事会办公室 商业零售
000561 烽火电子 深市 主板 1994-05-09 NAN 陕西烽火电子股份有限公司 陕西省宝鸡市清姜路72号 军民用通信装备及电声器材科研生产等。
000562 宏源证券 深市 主板 1994-02-02 2015-01-26 宏源证券股份有限公司 新疆维吾尔自治区乌鲁木齐市文艺路233号宏源大厦 北京市西城区太平桥大街19号
000563 陕国投A 深市 主板 1994-01-10 NAN 陕西省国际信托股份有限公司 陕西省西安市高新区科技路50号金桥国际广场C座 信托存贷款、投资;委托存贷款、投资;房地产投资;有价证券;金融租赁;代理财产保管与处理;代理收付;经济担保和信用见证;经济咨询;中国人民银行和国家外汇管理局批准经营的其他金融业务等。
000564 供销大集 深市 主板 1994-01-10 NAN 供销大集集团股份有限公司 海南省海口市美兰区国兴大道7号新海航大厦17层 商业零售(百货、超市)
000565 渝三峡A 深市 主板 1994-04-08 NAN 重庆三峡油漆股份有限公司 重庆市江津区德感工业园区 各类涂料、合成树脂及印铁包装桶的生产、开发、销售
000566 海南海药 深市 主板 1994-05-25 NAN 海南海药股份有限公司 海南省海口市秀英区南海大道192号 中西成药、精细化工产品、化学原料药、保健品及与医药工业相配套的进出口贸易。
000567 海德股份 深市 主板 1994-05-25 NAN 海南海德实业股份有限公司 海南省海口市龙昆南路72号耀江商厦三层 经营房地产开发与销售、酒店业等。
000568 泸州老窖 深市 主板 1994-05-09 NAN 泸州老窖股份有限公司 四川省泸州市南光路泸州老窖营销网络指挥中心 泸州老窖系列酒的生产、销售。
000569 长城股份 深市 主板 1994-04-25 2009-05-06 攀钢集团四川长城特殊钢股份有限公司 四川省江油市江东路195号 钢冶炼、钢压延加工，机电设备制造、销售；二级土木工程建筑；汽车运输及修理，机电设备维修；工业氧气、氮气、氩气及其他工业气体的生产、销售。
000570 苏常柴A 深市 主板 1994-07-01 NAN 常柴股份有限公司 江苏省常州市怀德中路123号 农用柴油机、联合收割机、农用运输车的制造与销售。
000571 新大洲A 深市 主板 1994-05-25 NAN 新大洲控股股份有限公司 海南省海口市桂林洋开发区 煤炭采掘;物流运输业务;电动车的生产经营;房地产开发;物业管理。
000572 海马汽车 深市 主板 1994-08-08 NAN 海马汽车集团股份有限公司 海南省海口市金盘工业区金牛路2号 汽车销售、房地产经营。
000573 粤宏远A 深市 主板 1994-08-15 NAN 东莞宏远工业区股份有限公司 广东省东莞市宏远工业区宏远大厦16楼 房地产开发与经营业。
000576 广东甘化 深市 主板 1994-09-07 NAN 江门甘蔗化工厂(集团)股份有限公司 广东省江门市甘化路62号 浆纸业务、生化品业务、LED外延片及配套芯片。
